"County  ","Block Group   ","Receptor","X / Y [m]           ","COPC Name                                 ","CAS Number","Inhalation Risk Cancer Risk Resident Adult","Inhalation Risk Hazard Index Resident Adult"
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Ammonia                                   ","7664-41-7 ","0.00E+00                                  ","5.78E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Hydrogen Fluoride                         ","7664-39-3 ","0.00E+00                                  ","2.17E-03                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HeptaCDD, 1,2,3,4,6,7,8-                  ","35822-46-9","4.74E-09                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HeptaCDF, 1,2,3,4,6,7,8-                  ","67562-39-4","7.31E-09                                  ","3.70E-07                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HeptaCDF, 1,2,3,4,7,8,9-                  ","55673-89-7","1.03E-09                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HexaCDD, 1,2,3,4,7,8-                     ","39227-28-6","8.09E-09                                  ","3.95E-07                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HexaCDD, 1,2,3,6,7,8-                     ","57653-85-7","9.32E-09                                  ","4.56E-07                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HexaCDD, 1,2,3,7,8,9-                     ","19408-74-3","2.13E-08                                  ","1.36E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HexaCDF, 1,2,3,4,7,8-                     ","70648-26-9","2.44E-08                                  ","1.55E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HexaCDF, 1,2,3,6,7,8-                     ","57117-44-9","2.59E-08                                  ","1.66E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HexaCDF, 1,2,3,7,8,9-                     ","72918-21-9","1.17E-08                                  ","5.81E-07                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","HexaCDF, 2,3,4,6,7,8-                     ","60851-34-5","1.34E-08                                  ","6.69E-07                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Hydrogen Chloride                         ","7647-01-0 ","0.00E+00                                  ","3.27E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Indeno(1,2,3-cd) Pyrene                   ","193-39-5  ","4.31E-08                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Lead                                      ","7439-92-1 ","5.34E-09                                  ","6.82E-03                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Manganese                                 ","7439-96-5 ","0.00E+00                                  ","1.47E-01                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Acetaldehyde                              ","75-07-0   ","7.66E-07                                  ","9.03E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methyl Hydrazine                          ","60-34-4   ","1.36E-08                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methyl Tert Butyl Ether                   ","1634-04-4 ","3.43E-12                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Mercury                                   ","7439-97-6 ","0.00E+00                                  ","3.91E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methanol                                  ","67-56-1   ","0.00E+00                                  ","1.27E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methyl Bromide (Bromomethane)             ","74-83-9   ","0.00E+00                                  ","1.70E-01                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methyl Chloride (Chloromethane)           ","74-87-3   ","0.00E+00                                  ","2.01E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methyl Ethyl Ketone (2-Butanone)          ","78-93-3   ","0.00E+00                                  ","7.92E-05                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methyl Isobutyl Ketone                    ","108-10-1  ","0.00E+00                                  ","1.16E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Methylene Chloride                        ","75-09-2   ","2.11E-08                                  ","1.07E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","NHexane                                   ","110-54-3  ","0.00E+00                                  ","1.88E-03                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Naphthalene                               ","91-20-3   ","4.59E-06                                  ","3.49E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Nickel                                    ","7440-02-0 ","3.15E-07                                  ","1.09E-01                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Diethylene Glycol Butyl Ether             ","112-34-5  ","0.00E+00                                  ","1.49E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Acrolein                                  ","107-02-8  ","0.00E+00                                  ","3.84E-01                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","OctaCDD, 1,2,3,4,6,7,8,9-                 ","3268-87-9 ","6.21E-08                                  ","4.83E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","OctaCDF, 1,2,3,4,6,7,8,9-                 ","39001-02-0","8.35E-11                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Acrylonitrile                             ","107-13-1  ","6.98E-11                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","PM2.5 Diesel                              ","MDPM25    ","2.64E-04                                  ","4.11E-01                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Propylene Oxide                           ","75-56-9   ","3.61E-13                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","PentaCDD, 1,2,3,7,8-                      ","40321-76-4","5.82E-08                                  ","4.64E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","PentaCDF, 1,2,3,7,8-                      ","57117-41-6","1.53E-08                                  ","1.17E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","PentaCDF, 2,3,4,7,8-                      ","57117-31-4","7.64E-08                                  ","9.48E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Pentachloronitrobenzene (PCNB)            ","82-68-8   ","4.30E-13                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Pentachlorophenol                         ","87-86-5   ","2.03E-12                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Phenol                                    ","108-95-2  ","0.00E+00                                  ","5.07E-05                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Anthracene                                ","120-12-7  ","7.85E-07                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Antimony                                  ","7440-36-0 ","0.00E+00                                  ","7.81E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Selenium                                  ","7782-49-2 ","0.00E+00                                  ","8.24E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Styrene                                   ","100-42-5  ","0.00E+00                                  ","5.09E-05                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Triethylamine                             ","121-44-8  ","0.00E+00                                  ","1.11E-03                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Trimethylbenzenes, Unspeciated            ","25551-13-7","0.00E+00                                  ","2.05E-03                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","TetraCDD, 2,3,7,8-                        ","1746-01-6 ","3.70E-08                                  ","2.45E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","TetraCDF, 2,3,7,8-                        ","51207-31-9","3.07E-08                                  ","2.27E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Tetrachloroethylene (Perchloroethylene)   ","127-18-4  ","1.42E-07                                  ","4.88E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Toluene                                   ","108-88-3  ","0.00E+00                                  ","3.53E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Trichloroethane, 1,1,1-                   ","71-55-6   ","0.00E+00                                  ","1.64E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Arsenic                                   ","7440-38-2 ","1.10E-06                                  ","3.96E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Trichloroethylene                         ","79-01-6   ","2.38E-09                                  ","6.87E-04                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Trichlorophenol, 2,4,6-                   ","88-06-2   ","3.35E-13                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Vinyl Chloride                            ","75-01-4   ","1.20E-09                                  ","1.13E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Xylenes (Mixed Isomers)                   ","1330-20-7 ","0.00E+00                                  ","4.42E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Pentachlorobiphenyls, Unspeciated         ","25429-29-2","3.56E-08                                  ","3.15E-05                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Tetrachlorobiphenyls, Unspeciated         ","26914-33-0","1.67E-09                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Trichlorobiphenyl 2,4,4'-                 ","7012-37-5 ","1.05E-11                                  ","7.48E-05                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Monochlorobiphenyl 2-                     ","2051-60-7 ","9.31E-14                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzo(a)Fluoranthene                      ","203-33-8  ","1.53E-09                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzo(G,H,I)Perylene                      ","191-24-2  ","9.98E-09                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Dichlorobiphenyl 4,4'-                    ","2050-68-2 ","5.17E-14                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzofluoranthenes, Unspeciated           ","56832-73-6","7.54E-09                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzene                                   ","71-43-2   ","5.66E-06                                  ","5.64E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzo(a)Anthracene                        ","56-55-3   ","2.14E-07                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzo(a)Pyrene                            ","50-32-8   ","8.03E-07                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzo(b)Fluoranthene                      ","205-99-2  ","3.77E-07                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzo(k)Fluoranthene                      ","207-08-9  ","1.21E-08                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Benzyl chloride                           ","100-44-7  ","2.99E-09                                  ","9.39E-05                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Beryllium                                 ","7440-41-7 ","2.58E-08                                  ","1.13E-03                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Bromoform (Tribromomethane)               ","75-25-2   ","2.88E-12                                  ","0.00E+00                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Chloroacetophenone 2-                     ","532-27-4  ","0.00E+00                                  ","2.86E-05                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Cobalt                                    ","7440-48-4 ","6.85E-07                                  ","2.95E-02                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Cresol Mixed Isomers                      ","1319-77-3 ","0.00E+00                                  ","6.70E-06                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Cadmium                                   ","7440-43-9 ","1.51E-07                                  ","9.69E-03                                   "
"Hennepin","27-053-1054001","24012   ","479300.1 / 4980100.1","Carbon Tetrachloride                      ","56-23-5   ","2.09E-09                                  ","2.88E-06                                   "
